"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
SCL,"7/16/2024 10 a.m. PDT",1081,1091,578,-503
SCL,"7/16/2024 11 a.m. PDT",1110,1116,581,-529
SCL,"7/16/2024 12 p.m. PDT",1138,1144,591,-547
SCL,"7/16/2024 1 p.m. PDT",1162,1166,643,-519
SCL,"7/16/2024 2 p.m. PDT",1199,1187,607,-592
SCL,"7/16/2024 3 p.m. PDT",1215,1200,610,-605
SCL,"7/16/2024 4 p.m. PDT",1247,1218,607,-640
SCL,"7/16/2024 5 p.m. PDT",1275,1246,614,-661
SCL,"7/16/2024 6 p.m. PDT",1286,1261,938,-348
SCL,"7/16/2024 7 p.m. PDT",1277,1234,1016,-261
SCL,"7/16/2024 8 p.m. PDT",1256,1196,942,-314
SCL,"7/16/2024 9 p.m. PDT",1225,1157,775,-450
SCL,"7/16/2024 10 p.m. PDT",1191,1138,632,-559
SCL,"7/16/2024 11 p.m. PDT",1109,1073,472,-637
SCL,"7/17/2024 12 a.m. PDT",1020,983,336,-684
SCL,"7/17/2024 1 a.m. PDT",939,943,143,-796
SCL,"7/17/2024 2 a.m. PDT",884,891,94,-790
SCL,"7/17/2024 3 a.m. PDT",844,857,93,-751
SCL,"7/17/2024 4 a.m. PDT",838,837,92,-746
SCL,"7/17/2024 5 a.m. PDT",842,837,89,-753
SCL,"7/17/2024 6 a.m. PDT",873,867,96,-777
SCL,"7/17/2024 7 a.m. PDT",960,939,390,-570
SCL,"7/17/2024 8 a.m. PDT",1046,1017,400,-646
SCL,"7/17/2024 9 a.m. PDT",1101,1063,407,-694
SCL,"7/17/2024 10 a.m. PDT",1127,1096,444,-683
SCL,"7/17/2024 11 a.m. PDT",1114,1122,426,-688
SCL,"7/17/2024 12 p.m. PDT",1137,1145,425,-712
SCL,"7/17/2024 1 p.m. PDT",1169,1170,424,-745
SCL,"7/17/2024 2 p.m. PDT",1209,1195,430,-779
SCL,"7/17/2024 3 p.m. PDT",1241,1215,458,-783
SCL,"7/17/2024 4 p.m. PDT",1262,1238,444,-818
SCL,"7/17/2024 5 p.m. PDT",1301,1259,602,-699
SCL,"7/17/2024 6 p.m. PDT",1314,1269,871,-443
SCL,"7/17/2024 7 p.m. PDT",1290,1233,841,-449
SCL,"7/17/2024 8 p.m. PDT",1261,1194,854,-407
SCL,"7/17/2024 9 p.m. PDT",1226,1157,690,-536
SCL,"7/17/2024 10 p.m. PDT",1182,1133,651,-531
SCL,"7/17/2024 11 p.m. PDT",1086,1065,373,-713
SCL,"7/18/2024 12 a.m. PDT",982,975,319,-663
SCL,"7/18/2024 1 a.m. PDT",895,918,156,-739
SCL,"7/18/2024 2 a.m. PDT",840,852,97,-743
SCL,"7/18/2024 3 a.m. PDT",800,818,92,-708
SCL,"7/18/2024 4 a.m. PDT",792,800,97,-695
SCL,"7/18/2024 5 a.m. PDT",792,806,95,-697
SCL,"7/18/2024 6 a.m. PDT",822,837,131,-691
SCL,"7/18/2024 7 a.m. PDT",898,909,390,-508
SCL,"7/18/2024 8 a.m. PDT",988,986,401,-587
SCL,"7/18/2024 9 a.m. PDT",1039,1033,405,-634
SCL,"7/18/2024 10 a.m. PDT",1064,1063,547,-517
