BA Code,Timestamp (Hour Ending),Demand (MWh)
SCL,4/26/2024 2 p.m. PDT,1081.0
SCL,4/26/2024 3 p.m. PDT,1058.0
SCL,4/26/2024 4 p.m. PDT,1051.0
SCL,4/26/2024 5 p.m. PDT,1050.0
SCL,4/26/2024 6 p.m. PDT,1067.0
SCL,4/26/2024 7 p.m. PDT,1045.0
SCL,4/26/2024 8 p.m. PDT,1031.0
SCL,4/26/2024 9 p.m. PDT,1039.0
SCL,4/26/2024 10 p.m. PDT,1017.0
SCL,4/26/2024 11 p.m. PDT,968.0
SCL,4/27/2024 12 a.m. PDT,914.0
SCL,4/27/2024 1 a.m. PDT,870.0
SCL,4/27/2024 2 a.m. PDT,829.0
SCL,4/27/2024 3 a.m. PDT,813.0
SCL,4/27/2024 4 a.m. PDT,789.0
SCL,4/27/2024 5 a.m. PDT,808.0
SCL,4/27/2024 6 a.m. PDT,834.0
SCL,4/27/2024 7 a.m. PDT,878.0
SCL,4/27/2024 8 a.m. PDT,940.0
SCL,4/27/2024 9 a.m. PDT,1004.0
SCL,4/27/2024 10 a.m. PDT,1050.0
SCL,4/27/2024 11 a.m. PDT,1079.0
SCL,4/27/2024 12 p.m. PDT,1082.0
SCL,4/27/2024 1 p.m. PDT,1093.0
SCL,4/27/2024 2 p.m. PDT,1060.0
SCL,4/27/2024 3 p.m. PDT,1012.0
SCL,4/27/2024 4 p.m. PDT,998.0
SCL,4/27/2024 5 p.m. PDT,985.0
SCL,4/27/2024 6 p.m. PDT,1001.0
SCL,4/27/2024 7 p.m. PDT,1025.0
SCL,4/27/2024 8 p.m. PDT,1048.0
SCL,4/27/2024 9 p.m. PDT,1079.0
SCL,4/27/2024 10 p.m. PDT,1056.0
SCL,4/27/2024 11 p.m. PDT,971.0
SCL,4/28/2024 12 a.m. PDT,908.0
SCL,4/28/2024 1 a.m. PDT,859.0
SCL,4/28/2024 2 a.m. PDT,817.0
SCL,4/28/2024 3 a.m. PDT,799.0
SCL,4/28/2024 4 a.m. PDT,792.0
SCL,4/28/2024 5 a.m. PDT,809.0
SCL,4/28/2024 6 a.m. PDT,873.0
SCL,4/28/2024 7 a.m. PDT,913.0
SCL,4/28/2024 8 a.m. PDT,968.0
SCL,4/28/2024 9 a.m. PDT,1010.0
SCL,4/28/2024 10 a.m. PDT,1059.0
SCL,4/28/2024 11 a.m. PDT,1053.0
SCL,4/28/2024 12 p.m. PDT,1054.0
SCL,4/28/2024 1 p.m. PDT,1052.0
SCL,4/28/2024 2 p.m. PDT,1062.0
SCL,4/28/2024 3 p.m. PDT,1061.0
SCL,4/28/2024 4 p.m. PDT,1062.0
SCL,4/28/2024 5 p.m. PDT,1055.0
SCL,4/28/2024 6 p.m. PDT,1097.0
SCL,4/28/2024 7 p.m. PDT,1090.0
SCL,4/28/2024 8 p.m. PDT,1118.0
SCL,4/28/2024 9 p.m. PDT,1137.0
SCL,4/28/2024 10 p.m. PDT,1131.0
SCL,4/28/2024 11 p.m. PDT,1050.0
SCL,4/29/2024 12 a.m. PDT,978.0
SCL,4/29/2024 1 a.m. PDT,917.0
SCL,4/29/2024 2 a.m. PDT,891.0
SCL,4/29/2024 3 a.m. PDT,876.0
SCL,4/29/2024 4 a.m. PDT,887.0
SCL,4/29/2024 5 a.m. PDT,936.0
SCL,4/29/2024 6 a.m. PDT,1008.0
SCL,4/29/2024 7 a.m. PDT,1110.0
SCL,4/29/2024 8 a.m. PDT,1226.0
SCL,4/29/2024 9 a.m. PDT,1274.0
SCL,4/29/2024 10 a.m. PDT,1256.0
SCL,4/29/2024 11 a.m. PDT,1215.0
SCL,4/29/2024 12 p.m. PDT,1196.0
SCL,4/29/2024 1 p.m. PDT,1133.0
SCL,4/29/2024 2 p.m. PDT,1140.0
SCL,4/29/2024 3 p.m. PDT,1120.0
SCL,4/29/2024 4 p.m. PDT,1093.0
SCL,4/29/2024 5 p.m. PDT,1135.0
SCL,4/29/2024 6 p.m. PDT,1186.0
SCL,4/29/2024 7 p.m. PDT,1184.0
SCL,4/29/2024 8 p.m. PDT,1165.0
SCL,4/29/2024 9 p.m. PDT,1180.0
SCL,4/29/2024 10 p.m. PDT,1159.0
SCL,4/29/2024 11 p.m. PDT,1078.0
SCL,4/30/2024 12 a.m. PDT,1002.0
SCL,4/30/2024 1 a.m. PDT,945.0
SCL,4/30/2024 2 a.m. PDT,914.0
SCL,4/30/2024 3 a.m. PDT,894.0
SCL,4/30/2024 4 a.m. PDT,905.0
SCL,4/30/2024 5 a.m. PDT,941.0
SCL,4/30/2024 6 a.m. PDT,1032.0
SCL,4/30/2024 7 a.m. PDT,1148.0
SCL,4/30/2024 8 a.m. PDT,1230.0
SCL,4/30/2024 9 a.m. PDT,1234.0
SCL,4/30/2024 10 a.m. PDT,1236.0
SCL,4/30/2024 11 a.m. PDT,1199.0
SCL,4/30/2024 12 p.m. PDT,1190.0
SCL,4/30/2024 1 p.m. PDT,1134.0
SCL,4/30/2024 2 p.m. PDT,1133.0
SCL,4/30/2024 3 p.m. PDT,1099.0
SCL,4/30/2024 4 p.m. PDT,1076.0
SCL,4/30/2024 5 p.m. PDT,1090.0
SCL,4/30/2024 6 p.m. PDT,1100.0
SCL,4/30/2024 7 p.m. PDT,1113.0
SCL,4/30/2024 8 p.m. PDT,1115.0
SCL,4/30/2024 9 p.m. PDT,1132.0
SCL,4/30/2024 10 p.m. PDT,1115.0
SCL,4/30/2024 11 p.m. PDT,1070.0
SCL,5/1/2024 12 a.m. PDT,986.0
SCL,5/1/2024 1 a.m. PDT,937.0
SCL,5/1/2024 2 a.m. PDT,909.0
SCL,5/1/2024 3 a.m. PDT,892.0
SCL,5/1/2024 4 a.m. PDT,896.0
SCL,5/1/2024 5 a.m. PDT,942.0
SCL,5/1/2024 6 a.m. PDT,1018.0
SCL,5/1/2024 7 a.m. PDT,1098.0
SCL,5/1/2024 8 a.m. PDT,1173.0
SCL,5/1/2024 9 a.m. PDT,1169.0
SCL,5/1/2024 10 a.m. PDT,1141.0
SCL,5/1/2024 11 a.m. PDT,1098.0
SCL,5/1/2024 12 p.m. PDT,1076.0
SCL,5/1/2024 1 p.m. PDT,1055.0
SCL,5/1/2024 2 p.m. PDT,1033.0
SCL,5/1/2024 3 p.m. PDT,1012.0
SCL,5/1/2024 4 p.m. PDT,1002.0
SCL,5/1/2024 5 p.m. PDT,1007.0
SCL,5/1/2024 6 p.m. PDT,1022.0
SCL,5/1/2024 7 p.m. PDT,1019.0
SCL,5/1/2024 8 p.m. PDT,1030.0
SCL,5/1/2024 9 p.m. PDT,1042.0
SCL,5/1/2024 10 p.m. PDT,1033.0
SCL,5/1/2024 11 p.m. PDT,955.0
SCL,5/2/2024 12 a.m. PDT,887.0
SCL,5/2/2024 1 a.m. PDT,831.0
SCL,5/2/2024 2 a.m. PDT,800.0
SCL,5/2/2024 3 a.m. PDT,789.0
SCL,5/2/2024 4 a.m. PDT,797.0
SCL,5/2/2024 5 a.m. PDT,835.0
SCL,5/2/2024 6 a.m. PDT,918.0
SCL,5/2/2024 7 a.m. PDT,1040.0
SCL,5/2/2024 8 a.m. PDT,1125.0
SCL,5/2/2024 9 a.m. PDT,1123.0
SCL,5/2/2024 10 a.m. PDT,1098.0
SCL,5/2/2024 11 a.m. PDT,1070.0
SCL,5/2/2024 12 p.m. PDT,1045.0
SCL,5/2/2024 1 p.m. PDT,1027.0
SCL,5/2/2024 2 p.m. PDT,1010.0
SCL,5/2/2024 3 p.m. PDT,996.0
SCL,5/2/2024 4 p.m. PDT,991.0
SCL,5/2/2024 5 p.m. PDT,999.0
SCL,5/2/2024 6 p.m. PDT,1014.0
SCL,5/2/2024 7 p.m. PDT,1009.0
SCL,5/2/2024 8 p.m. PDT,1003.0
SCL,5/2/2024 9 p.m. PDT,1013.0
SCL,5/2/2024 10 p.m. PDT,1003.0
SCL,5/2/2024 11 p.m. PDT,934.0
SCL,5/3/2024 12 a.m. PDT,859.0
SCL,5/3/2024 1 a.m. PDT,809.0
SCL,5/3/2024 2 a.m. PDT,780.0
SCL,5/3/2024 3 a.m. PDT,757.0
SCL,5/3/2024 4 a.m. PDT,760.0
SCL,5/3/2024 5 a.m. PDT,792.0
SCL,5/3/2024 6 a.m. PDT,865.0
SCL,5/3/2024 7 a.m. PDT,975.0
SCL,5/3/2024 8 a.m. PDT,1051.0
SCL,5/3/2024 9 a.m. PDT,1075.0
SCL,5/3/2024 10 a.m. PDT,1076.0
SCL,5/3/2024 11 a.m. PDT,1068.0
SCL,5/3/2024 12 p.m. PDT,1066.0
SCL,5/3/2024 1 p.m. PDT,1065.0
SCL,5/3/2024 2 p.m. PDT,1065.0
SCL,5/3/2024 3 p.m. PDT,1047.0
SCL,5/3/2024 4 p.m. PDT,1043.0
SCL,5/3/2024 5 p.m. PDT,1050.0
SCL,5/3/2024 6 p.m. PDT,1067.0
SCL,5/3/2024 7 p.m. PDT,1036.0
SCL,5/3/2024 8 p.m. PDT,1002.0
SCL,5/3/2024 9 p.m. PDT,1025.0
SCL,5/3/2024 10 p.m. PDT,1008.0
SCL,5/3/2024 11 p.m. PDT,953.0
SCL,5/4/2024 12 a.m. PDT,892.0
SCL,5/4/2024 1 a.m. PDT,841.0
SCL,5/4/2024 2 a.m. PDT,812.0
SCL,5/4/2024 3 a.m. PDT,785.0
SCL,5/4/2024 4 a.m. PDT,784.0
SCL,5/4/2024 5 a.m. PDT,787.0
SCL,5/4/2024 6 a.m. PDT,806.0
SCL,5/4/2024 7 a.m. PDT,842.0
SCL,5/4/2024 8 a.m. PDT,902.0
SCL,5/4/2024 9 a.m. PDT,978.0
SCL,5/4/2024 10 a.m. PDT,1013.0
SCL,5/4/2024 11 a.m. PDT,1042.0
SCL,5/4/2024 12 p.m. PDT,1032.0
SCL,5/4/2024 1 p.m. PDT,1039.0
SCL,5/4/2024 2 p.m. PDT,1035.0
SCL,5/4/2024 3 p.m. PDT,1015.0
SCL,5/4/2024 4 p.m. PDT,1018.0
SCL,5/4/2024 5 p.m. PDT,1025.0
SCL,5/4/2024 6 p.m. PDT,1037.0
SCL,5/4/2024 7 p.m. PDT,1030.0
SCL,5/4/2024 8 p.m. PDT,1033.0
SCL,5/4/2024 9 p.m. PDT,1040.0
SCL,5/4/2024 10 p.m. PDT,996.0
SCL,5/4/2024 11 p.m. PDT,964.0
SCL,5/5/2024 12 a.m. PDT,900.0
SCL,5/5/2024 1 a.m. PDT,845.0
SCL,5/5/2024 2 a.m. PDT,823.0
SCL,5/5/2024 3 a.m. PDT,804.0
SCL,5/5/2024 4 a.m. PDT,806.0
SCL,5/5/2024 5 a.m. PDT,799.0
SCL,5/5/2024 6 a.m. PDT,829.0
SCL,5/5/2024 7 a.m. PDT,822.0
SCL,5/5/2024 8 a.m. PDT,874.0
SCL,5/5/2024 9 a.m. PDT,980.0
SCL,5/5/2024 10 a.m. PDT,1034.0
SCL,5/5/2024 11 a.m. PDT,1079.0
SCL,5/5/2024 12 p.m. PDT,1100.0
SCL,5/5/2024 1 p.m. PDT,1118.0
SCL,5/5/2024 2 p.m. PDT,1096.0
SCL,5/5/2024 3 p.m. PDT,1093.0
SCL,5/5/2024 4 p.m. PDT,1107.0
SCL,5/5/2024 5 p.m. PDT,1117.0
SCL,5/5/2024 6 p.m. PDT,1128.0
SCL,5/5/2024 7 p.m. PDT,1149.0
SCL,5/5/2024 8 p.m. PDT,1140.0
SCL,5/5/2024 9 p.m. PDT,1144.0
SCL,5/5/2024 10 p.m. PDT,1119.0
SCL,5/5/2024 11 p.m. PDT,1053.0
SCL,5/6/2024 12 a.m. PDT,957.0
SCL,5/6/2024 1 a.m. PDT,903.0
SCL,5/6/2024 2 a.m. PDT,844.0
SCL,5/6/2024 3 a.m. PDT,833.0
SCL,5/6/2024 4 a.m. PDT,815.0
SCL,5/6/2024 5 a.m. PDT,850.0
SCL,5/6/2024 6 a.m. PDT,979.0
SCL,5/6/2024 7 a.m. PDT,1056.0
SCL,5/6/2024 8 a.m. PDT,1140.0
SCL,5/6/2024 9 a.m. PDT,1154.0
SCL,5/6/2024 10 a.m. PDT,1160.0
SCL,5/6/2024 11 a.m. PDT,1150.0
SCL,5/6/2024 12 p.m. PDT,1120.0
SCL,5/6/2024 1 p.m. PDT,1112.0
SCL,5/6/2024 2 p.m. PDT,1088.0
SCL,5/6/2024 3 p.m. PDT,1075.0
SCL,5/6/2024 4 p.m. PDT,1063.0
SCL,5/6/2024 5 p.m. PDT,1079.0
SCL,5/6/2024 6 p.m. PDT,1092.0
SCL,5/6/2024 7 p.m. PDT,1098.0
SCL,5/6/2024 8 p.m. PDT,1103.0
SCL,5/6/2024 9 p.m. PDT,1122.0
SCL,5/6/2024 10 p.m. PDT,1099.0
SCL,5/6/2024 11 p.m. PDT,1016.0
SCL,5/7/2024 12 a.m. PDT,949.0
SCL,5/7/2024 1 a.m. PDT,898.0
SCL,5/7/2024 2 a.m. PDT,874.0
SCL,5/7/2024 3 a.m. PDT,853.0
SCL,5/7/2024 4 a.m. PDT,859.0
SCL,5/7/2024 5 a.m. PDT,895.0
SCL,5/7/2024 6 a.m. PDT,981.0
SCL,5/7/2024 7 a.m. PDT,1114.0
SCL,5/7/2024 8 a.m. PDT,1202.0
SCL,5/7/2024 9 a.m. PDT,1181.0
SCL,5/7/2024 10 a.m. PDT,1159.0
SCL,5/7/2024 11 a.m. PDT,1141.0
SCL,5/7/2024 12 p.m. PDT,1112.0
SCL,5/7/2024 1 p.m. PDT,1114.0
SCL,5/7/2024 2 p.m. PDT,1106.0
SCL,5/7/2024 3 p.m. PDT,1043.0
SCL,5/7/2024 4 p.m. PDT,1043.0
SCL,5/7/2024 5 p.m. PDT,1070.0
SCL,5/7/2024 6 p.m. PDT,1097.0
SCL,5/7/2024 7 p.m. PDT,1089.0
SCL,5/7/2024 8 p.m. PDT,1084.0
SCL,5/7/2024 9 p.m. PDT,1081.0
SCL,5/7/2024 10 p.m. PDT,1093.0
SCL,5/7/2024 11 p.m. PDT,1020.0
SCL,5/8/2024 12 a.m. PDT,947.0
SCL,5/8/2024 1 a.m. PDT,886.0
SCL,5/8/2024 2 a.m. PDT,855.0
SCL,5/8/2024 3 a.m. PDT,807.0
SCL,5/8/2024 4 a.m. PDT,809.0
SCL,5/8/2024 5 a.m. PDT,847.0
SCL,5/8/2024 6 a.m. PDT,939.0
SCL,5/8/2024 7 a.m. PDT,1056.0
SCL,5/8/2024 8 a.m. PDT,1124.0
SCL,5/8/2024 9 a.m. PDT,1113.0
SCL,5/8/2024 10 a.m. PDT,1081.0
SCL,5/8/2024 11 a.m. PDT,1059.0
SCL,5/8/2024 12 p.m. PDT,1039.0
SCL,5/8/2024 1 p.m. PDT,1026.0
SCL,5/8/2024 2 p.m. PDT,1009.0
SCL,5/8/2024 3 p.m. PDT,988.0
SCL,5/8/2024 4 p.m. PDT,982.0
SCL,5/8/2024 5 p.m. PDT,987.0
SCL,5/8/2024 6 p.m. PDT,1001.0
SCL,5/8/2024 7 p.m. PDT,997.0
SCL,5/8/2024 8 p.m. PDT,995.0
SCL,5/8/2024 9 p.m. PDT,1003.0
SCL,5/8/2024 10 p.m. PDT,998.0
SCL,5/8/2024 11 p.m. PDT,931.0
SCL,5/9/2024 12 a.m. PDT,851.0
SCL,5/9/2024 1 a.m. PDT,801.0
SCL,5/9/2024 2 a.m. PDT,762.0
SCL,5/9/2024 3 a.m. PDT,755.0
SCL,5/9/2024 4 a.m. PDT,751.0
SCL,5/9/2024 5 a.m. PDT,785.0
SCL,5/9/2024 6 a.m. PDT,859.0
SCL,5/9/2024 7 a.m. PDT,968.0
SCL,5/9/2024 8 a.m. PDT,1046.0
SCL,5/9/2024 9 a.m. PDT,1044.0
SCL,5/9/2024 10 a.m. PDT,1035.0
SCL,5/9/2024 11 a.m. PDT,1027.0
SCL,5/9/2024 12 p.m. PDT,1012.0
SCL,5/9/2024 1 p.m. PDT,1006.0
SCL,5/9/2024 2 p.m. PDT,997.0
SCL,5/9/2024 3 p.m. PDT,986.0
SCL,5/9/2024 4 p.m. PDT,989.0
SCL,5/9/2024 5 p.m. PDT,1000.0
SCL,5/9/2024 6 p.m. PDT,1008.0
SCL,5/9/2024 7 p.m. PDT,996.0
SCL,5/9/2024 8 p.m. PDT,988.0
SCL,5/9/2024 9 p.m. PDT,985.0
SCL,5/9/2024 10 p.m. PDT,980.0
SCL,5/9/2024 11 p.m. PDT,913.0
SCL,5/10/2024 12 a.m. PDT,836.0
SCL,5/10/2024 1 a.m. PDT,776.0
SCL,5/10/2024 2 a.m. PDT,733.0
SCL,5/10/2024 3 a.m. PDT,716.0
SCL,5/10/2024 4 a.m. PDT,705.0
SCL,5/10/2024 5 a.m. PDT,725.0
SCL,5/10/2024 6 a.m. PDT,774.0
SCL,5/10/2024 7 a.m. PDT,873.0
SCL,5/10/2024 8 a.m. PDT,949.0
SCL,5/10/2024 9 a.m. PDT,983.0
SCL,5/10/2024 10 a.m. PDT,1002.0
SCL,5/10/2024 11 a.m. PDT,1037.0
SCL,5/10/2024 12 p.m. PDT,1053.0
SCL,5/10/2024 1 p.m. PDT,1069.0
SCL,5/10/2024 2 p.m. PDT,1075.0
SCL,5/10/2024 3 p.m. PDT,1079.0
SCL,5/10/2024 4 p.m. PDT,1096.0
SCL,5/10/2024 5 p.m. PDT,1116.0
SCL,5/10/2024 6 p.m. PDT,1111.0
SCL,5/10/2024 7 p.m. PDT,1046.0
SCL,5/10/2024 8 p.m. PDT,1043.0
SCL,5/10/2024 9 p.m. PDT,1050.0
SCL,5/10/2024 10 p.m. PDT,1000.0
SCL,5/10/2024 11 p.m. PDT,974.0
SCL,5/11/2024 12 a.m. PDT,900.0
SCL,5/11/2024 1 a.m. PDT,838.0
SCL,5/11/2024 2 a.m. PDT,807.0
SCL,5/11/2024 3 a.m. PDT,775.0
SCL,5/11/2024 4 a.m. PDT,736.0
SCL,5/11/2024 5 a.m. PDT,718.0
SCL,5/11/2024 6 a.m. PDT,710.0
SCL,5/11/2024 7 a.m. PDT,738.0
SCL,5/11/2024 8 a.m. PDT,797.0
SCL,5/11/2024 9 a.m. PDT,871.0
SCL,5/11/2024 10 a.m. PDT,957.0
SCL,5/11/2024 11 a.m. PDT,964.0
SCL,5/11/2024 12 p.m. PDT,964.0
SCL,5/11/2024 1 p.m. PDT,1002.0
SCL,5/11/2024 2 p.m. PDT,989.0
SCL,5/11/2024 3 p.m. PDT,1004.0
SCL,5/11/2024 4 p.m. PDT,1013.0
SCL,5/11/2024 5 p.m. PDT,1038.0
SCL,5/11/2024 6 p.m. PDT,1056.0
SCL,5/11/2024 7 p.m. PDT,1068.0
SCL,5/11/2024 8 p.m. PDT,1038.0
SCL,5/11/2024 9 p.m. PDT,1031.0
SCL,5/11/2024 10 p.m. PDT,1012.0
SCL,5/11/2024 11 p.m. PDT,961.0
SCL,5/12/2024 12 a.m. PDT,889.0
SCL,5/12/2024 1 a.m. PDT,839.0
SCL,5/12/2024 2 a.m. PDT,796.0
SCL,5/12/2024 3 a.m. PDT,756.0
SCL,5/12/2024 4 a.m. PDT,739.0
SCL,5/12/2024 5 a.m. PDT,740.0
SCL,5/12/2024 6 a.m. PDT,748.0
SCL,5/12/2024 7 a.m. PDT,757.0
SCL,5/12/2024 8 a.m. PDT,807.0
SCL,5/12/2024 9 a.m. PDT,840.0
SCL,5/12/2024 10 a.m. PDT,918.0
SCL,5/12/2024 11 a.m. PDT,952.0
SCL,5/12/2024 12 p.m. PDT,961.0
SCL,5/12/2024 1 p.m. PDT,964.0
SCL,5/12/2024 2 p.m. PDT,978.0
SCL,5/12/2024 3 p.m. PDT,973.0
SCL,5/12/2024 4 p.m. PDT,986.0
SCL,5/12/2024 5 p.m. PDT,1006.0
SCL,5/12/2024 6 p.m. PDT,1025.0
SCL,5/12/2024 7 p.m. PDT,1044.0
SCL,5/12/2024 8 p.m. PDT,1034.0
SCL,5/12/2024 9 p.m. PDT,1040.0
SCL,5/12/2024 10 p.m. PDT,1015.0
SCL,5/12/2024 11 p.m. PDT,953.0
SCL,5/13/2024 12 a.m. PDT,870.0
SCL,5/13/2024 1 a.m. PDT,815.0
SCL,5/13/2024 2 a.m. PDT,774.0
SCL,5/13/2024 3 a.m. PDT,744.0
SCL,5/13/2024 4 a.m. PDT,745.0
SCL,5/13/2024 5 a.m. PDT,760.0
SCL,5/13/2024 6 a.m. PDT,814.0
SCL,5/13/2024 7 a.m. PDT,892.0
SCL,5/13/2024 8 a.m. PDT,969.0
SCL,5/13/2024 9 a.m. PDT,1025.0
SCL,5/13/2024 10 a.m. PDT,1022.0
SCL,5/13/2024 11 a.m. PDT,1056.0
SCL,5/13/2024 12 p.m. PDT,1063.0
SCL,5/13/2024 1 p.m. PDT,1063.0
SCL,5/13/2024 2 p.m. PDT,1054.0
SCL,5/13/2024 3 p.m. PDT,1033.0
SCL,5/13/2024 4 p.m. PDT,1032.0
SCL,5/13/2024 5 p.m. PDT,1045.0
SCL,5/13/2024 6 p.m. PDT,1063.0
SCL,5/13/2024 7 p.m. PDT,1036.0
SCL,5/13/2024 8 p.m. PDT,1036.0
SCL,5/13/2024 9 p.m. PDT,1022.0
SCL,5/13/2024 10 p.m. PDT,991.0
SCL,5/13/2024 11 p.m. PDT,935.0
SCL,5/14/2024 12 a.m. PDT,861.0
SCL,5/14/2024 1 a.m. PDT,804.0
SCL,5/14/2024 2 a.m. PDT,761.0
SCL,5/14/2024 3 a.m. PDT,755.0
SCL,5/14/2024 4 a.m. PDT,754.0
SCL,5/14/2024 5 a.m. PDT,754.0
SCL,5/14/2024 6 a.m. PDT,821.0
SCL,5/14/2024 7 a.m. PDT,927.0
SCL,5/14/2024 8 a.m. PDT,1019.0
SCL,5/14/2024 9 a.m. PDT,1037.0
SCL,5/14/2024 10 a.m. PDT,1021.0
SCL,5/14/2024 11 a.m. PDT,1033.0
SCL,5/14/2024 12 p.m. PDT,1037.0
SCL,5/14/2024 1 p.m. PDT,1038.0
SCL,5/14/2024 2 p.m. PDT,1012.0
SCL,5/14/2024 3 p.m. PDT,1019.0
SCL,5/14/2024 4 p.m. PDT,1037.0
SCL,5/14/2024 5 p.m. PDT,1048.0
SCL,5/14/2024 6 p.m. PDT,1061.0
SCL,5/14/2024 7 p.m. PDT,1056.0
SCL,5/14/2024 8 p.m. PDT,1020.0
SCL,5/14/2024 9 p.m. PDT,984.0
SCL,5/14/2024 10 p.m. PDT,970.0
SCL,5/14/2024 11 p.m. PDT,909.0
SCL,5/15/2024 12 a.m. PDT,821.0
SCL,5/15/2024 1 a.m. PDT,756.0
SCL,5/15/2024 2 a.m. PDT,716.0
SCL,5/15/2024 3 a.m. PDT,702.0
SCL,5/15/2024 4 a.m. PDT,697.0
SCL,5/15/2024 5 a.m. PDT,716.0
SCL,5/15/2024 6 a.m. PDT,763.0
SCL,5/15/2024 7 a.m. PDT,862.0
SCL,5/15/2024 8 a.m. PDT,950.0
SCL,5/15/2024 9 a.m. PDT,979.0
SCL,5/15/2024 10 a.m. PDT,990.0
SCL,5/15/2024 11 a.m. PDT,995.0
SCL,5/15/2024 12 p.m. PDT,1000.0
SCL,5/15/2024 1 p.m. PDT,1005.0
SCL,5/15/2024 2 p.m. PDT,1005.0
SCL,5/15/2024 3 p.m. PDT,1007.0
SCL,5/15/2024 4 p.m. PDT,1017.0
SCL,5/15/2024 5 p.m. PDT,1033.0
SCL,5/15/2024 6 p.m. PDT,1047.0
SCL,5/15/2024 7 p.m. PDT,1037.0
SCL,5/15/2024 8 p.m. PDT,1016.0
SCL,5/15/2024 9 p.m. PDT,1002.0
SCL,5/15/2024 10 p.m. PDT,984.0
SCL,5/15/2024 11 p.m. PDT,916.0
SCL,5/16/2024 12 a.m. PDT,826.0
SCL,5/16/2024 1 a.m. PDT,775.0
SCL,5/16/2024 2 a.m. PDT,727.0
SCL,5/16/2024 3 a.m. PDT,704.0
SCL,5/16/2024 4 a.m. PDT,698.0
SCL,5/16/2024 5 a.m. PDT,710.0
SCL,5/16/2024 6 a.m. PDT,766.0
SCL,5/16/2024 7 a.m. PDT,850.0
SCL,5/16/2024 8 a.m. PDT,950.0
SCL,5/16/2024 9 a.m. PDT,989.0
SCL,5/16/2024 10 a.m. PDT,1002.0
SCL,5/16/2024 11 a.m. PDT,1001.0
SCL,5/16/2024 12 p.m. PDT,1010.0
SCL,5/16/2024 1 p.m. PDT,1007.0
SCL,5/16/2024 2 p.m. PDT,999.0
SCL,5/16/2024 3 p.m. PDT,985.0
SCL,5/16/2024 4 p.m. PDT,982.0
SCL,5/16/2024 5 p.m. PDT,989.0
SCL,5/16/2024 6 p.m. PDT,989.0
SCL,5/16/2024 7 p.m. PDT,976.0
SCL,5/16/2024 8 p.m. PDT,975.0
SCL,5/16/2024 9 p.m. PDT,967.0
SCL,5/16/2024 10 p.m. PDT,951.0
SCL,5/16/2024 11 p.m. PDT,887.0
SCL,5/17/2024 12 a.m. PDT,826.0
SCL,5/17/2024 1 a.m. PDT,760.0
SCL,5/17/2024 2 a.m. PDT,738.0
SCL,5/17/2024 3 a.m. PDT,716.0
SCL,5/17/2024 4 a.m. PDT,713.0
SCL,5/17/2024 5 a.m. PDT,740.0
SCL,5/17/2024 6 a.m. PDT,797.0
SCL,5/17/2024 7 a.m. PDT,904.0
SCL,5/17/2024 8 a.m. PDT,985.0
SCL,5/17/2024 9 a.m. PDT,1018.0
SCL,5/17/2024 10 a.m. PDT,1016.0
SCL,5/17/2024 11 a.m. PDT,1026.0
SCL,5/17/2024 12 p.m. PDT,1020.0
SCL,5/17/2024 1 p.m. PDT,994.0
SCL,5/17/2024 2 p.m. PDT,1021.0
SCL,5/17/2024 3 p.m. PDT,1018.0
SCL,5/17/2024 4 p.m. PDT,1022.0
SCL,5/17/2024 5 p.m. PDT,1032.0
SCL,5/17/2024 6 p.m. PDT,1031.0
SCL,5/17/2024 7 p.m. PDT,1020.0
SCL,5/17/2024 8 p.m. PDT,1000.0
SCL,5/17/2024 9 p.m. PDT,980.0
SCL,5/17/2024 10 p.m. PDT,986.0
SCL,5/17/2024 11 p.m. PDT,941.0
SCL,5/18/2024 12 a.m. PDT,880.0
SCL,5/18/2024 1 a.m. PDT,835.0
SCL,5/18/2024 2 a.m. PDT,801.0
SCL,5/18/2024 3 a.m. PDT,774.0
SCL,5/18/2024 4 a.m. PDT,769.0
SCL,5/18/2024 5 a.m. PDT,782.0
SCL,5/18/2024 6 a.m. PDT,798.0
SCL,5/18/2024 7 a.m. PDT,834.0
SCL,5/18/2024 8 a.m. PDT,897.0
SCL,5/18/2024 9 a.m. PDT,982.0
SCL,5/18/2024 10 a.m. PDT,1025.0
SCL,5/18/2024 11 a.m. PDT,1047.0
SCL,5/18/2024 12 p.m. PDT,1042.0
SCL,5/18/2024 1 p.m. PDT,1022.0
SCL,5/18/2024 2 p.m. PDT,1006.0
SCL,5/18/2024 3 p.m. PDT,996.0
SCL,5/18/2024 4 p.m. PDT,993.0
SCL,5/18/2024 5 p.m. PDT,997.0
SCL,5/18/2024 6 p.m. PDT,1027.0
SCL,5/18/2024 7 p.m. PDT,1021.0
SCL,5/18/2024 8 p.m. PDT,1012.0
SCL,5/18/2024 9 p.m. PDT,1017.0
SCL,5/18/2024 10 p.m. PDT,1011.0
SCL,5/18/2024 11 p.m. PDT,967.0
SCL,5/19/2024 12 a.m. PDT,915.0
SCL,5/19/2024 1 a.m. PDT,872.0
SCL,5/19/2024 2 a.m. PDT,840.0
SCL,5/19/2024 3 a.m. PDT,808.0
SCL,5/19/2024 4 a.m. PDT,807.0
SCL,5/19/2024 5 a.m. PDT,813.0
SCL,5/19/2024 6 a.m. PDT,824.0
SCL,5/19/2024 7 a.m. PDT,862.0
SCL,5/19/2024 8 a.m. PDT,907.0
