BA Code,Timestamp (Hour Ending),Demand (MWh)
SCL,9/11/2024 2 a.m. PDT,779.0
SCL,9/11/2024 3 a.m. PDT,756.0
SCL,9/11/2024 4 a.m. PDT,752.0
SCL,9/11/2024 5 a.m. PDT,715.0
SCL,9/11/2024 6 a.m. PDT,775.0
SCL,9/11/2024 7 a.m. PDT,872.0
SCL,9/11/2024 8 a.m. PDT,944.0
SCL,9/11/2024 9 a.m. PDT,981.0
SCL,9/11/2024 10 a.m. PDT,1003.0
SCL,9/11/2024 11 a.m. PDT,1003.0
SCL,9/11/2024 12 p.m. PDT,1015.0
SCL,9/11/2024 1 p.m. PDT,1020.0
SCL,9/11/2024 2 p.m. PDT,1013.0
SCL,9/11/2024 3 p.m. PDT,1019.0
SCL,9/11/2024 4 p.m. PDT,1026.0
SCL,9/11/2024 5 p.m. PDT,1011.0
SCL,9/11/2024 6 p.m. PDT,1033.0
SCL,9/11/2024 7 p.m. PDT,1018.0
SCL,9/11/2024 8 p.m. PDT,1010.0
SCL,9/11/2024 9 p.m. PDT,998.0
SCL,9/11/2024 10 p.m. PDT,947.0
SCL,9/11/2024 11 p.m. PDT,879.0
SCL,9/12/2024 12 a.m. PDT,803.0
SCL,9/12/2024 1 a.m. PDT,756.0
SCL,9/12/2024 2 a.m. PDT,724.0
SCL,9/12/2024 3 a.m. PDT,702.0
SCL,9/12/2024 4 a.m. PDT,698.0
SCL,9/12/2024 5 a.m. PDT,714.0
SCL,9/12/2024 6 a.m. PDT,764.0
SCL,9/12/2024 7 a.m. PDT,858.0
SCL,9/12/2024 8 a.m. PDT,944.0
SCL,9/12/2024 9 a.m. PDT,975.0
SCL,9/12/2024 10 a.m. PDT,994.0
SCL,9/12/2024 11 a.m. PDT,1002.0
SCL,9/12/2024 12 p.m. PDT,1002.0
SCL,9/12/2024 1 p.m. PDT,1020.0
SCL,9/12/2024 2 p.m. PDT,1033.0
SCL,9/12/2024 3 p.m. PDT,1016.0
SCL,9/12/2024 4 p.m. PDT,1020.0
SCL,9/12/2024 5 p.m. PDT,1019.0
SCL,9/12/2024 6 p.m. PDT,1032.0
SCL,9/12/2024 7 p.m. PDT,1015.0
SCL,9/12/2024 8 p.m. PDT,1012.0
SCL,9/12/2024 9 p.m. PDT,1002.0
SCL,9/12/2024 10 p.m. PDT,960.0
SCL,9/12/2024 11 p.m. PDT,888.0
SCL,9/13/2024 12 a.m. PDT,819.0
SCL,9/13/2024 1 a.m. PDT,764.0
SCL,9/13/2024 2 a.m. PDT,724.0
SCL,9/13/2024 3 a.m. PDT,708.0
SCL,9/13/2024 4 a.m. PDT,695.0
SCL,9/13/2024 5 a.m. PDT,712.0
SCL,9/13/2024 6 a.m. PDT,760.0
SCL,9/13/2024 7 a.m. PDT,852.0
SCL,9/13/2024 8 a.m. PDT,927.0
SCL,9/13/2024 9 a.m. PDT,961.0
SCL,9/13/2024 10 a.m. PDT,977.0
SCL,9/13/2024 11 a.m. PDT,983.0
SCL,9/13/2024 12 p.m. PDT,983.0
SCL,9/13/2024 1 p.m. PDT,1000.0
SCL,9/13/2024 2 p.m. PDT,1019.0
SCL,9/13/2024 3 p.m. PDT,1050.0
SCL,9/13/2024 4 p.m. PDT,1053.0
SCL,9/13/2024 5 p.m. PDT,1057.0
SCL,9/13/2024 6 p.m. PDT,1055.0
SCL,9/13/2024 7 p.m. PDT,1032.0
SCL,9/13/2024 8 p.m. PDT,1023.0
SCL,9/13/2024 9 p.m. PDT,997.0
SCL,9/13/2024 10 p.m. PDT,962.0
SCL,9/13/2024 11 p.m. PDT,911.0
SCL,9/14/2024 12 a.m. PDT,861.0
SCL,9/14/2024 1 a.m. PDT,820.0
SCL,9/14/2024 2 a.m. PDT,779.0
SCL,9/14/2024 3 a.m. PDT,765.0
SCL,9/14/2024 4 a.m. PDT,755.0
SCL,9/14/2024 5 a.m. PDT,747.0
SCL,9/14/2024 6 a.m. PDT,768.0
SCL,9/14/2024 7 a.m. PDT,805.0
SCL,9/14/2024 8 a.m. PDT,853.0
SCL,9/14/2024 9 a.m. PDT,918.0
SCL,9/14/2024 10 a.m. PDT,958.0
SCL,9/14/2024 11 a.m. PDT,985.0
SCL,9/14/2024 12 p.m. PDT,996.0
SCL,9/14/2024 1 p.m. PDT,1000.0
SCL,9/14/2024 2 p.m. PDT,985.0
SCL,9/14/2024 3 p.m. PDT,959.0
SCL,9/14/2024 4 p.m. PDT,934.0
SCL,9/14/2024 5 p.m. PDT,936.0
SCL,9/14/2024 6 p.m. PDT,982.0
SCL,9/14/2024 7 p.m. PDT,971.0
SCL,9/14/2024 8 p.m. PDT,990.0
SCL,9/14/2024 9 p.m. PDT,986.0
SCL,9/14/2024 10 p.m. PDT,952.0
SCL,9/14/2024 11 p.m. PDT,908.0
SCL,9/15/2024 12 a.m. PDT,861.0
SCL,9/15/2024 1 a.m. PDT,818.0
SCL,9/15/2024 2 a.m. PDT,778.0
SCL,9/15/2024 3 a.m. PDT,759.0
SCL,9/15/2024 4 a.m. PDT,749.0
SCL,9/15/2024 5 a.m. PDT,746.0
SCL,9/15/2024 6 a.m. PDT,756.0
SCL,9/15/2024 7 a.m. PDT,789.0
SCL,9/15/2024 8 a.m. PDT,836.0
SCL,9/15/2024 9 a.m. PDT,887.0
SCL,9/15/2024 10 a.m. PDT,927.0
SCL,9/15/2024 11 a.m. PDT,972.0
SCL,9/15/2024 12 p.m. PDT,981.0
SCL,9/15/2024 1 p.m. PDT,978.0
SCL,9/15/2024 2 p.m. PDT,970.0
SCL,9/15/2024 3 p.m. PDT,966.0
SCL,9/15/2024 4 p.m. PDT,948.0
SCL,9/15/2024 5 p.m. PDT,930.0
SCL,9/15/2024 6 p.m. PDT,986.0
SCL,9/15/2024 7 p.m. PDT,1019.0
SCL,9/15/2024 8 p.m. PDT,1019.0
SCL,9/15/2024 9 p.m. PDT,986.0
SCL,9/15/2024 10 p.m. PDT,989.0
SCL,9/15/2024 11 p.m. PDT,923.0
SCL,9/16/2024 12 a.m. PDT,854.0
SCL,9/16/2024 1 a.m. PDT,805.0
SCL,9/16/2024 2 a.m. PDT,771.0
SCL,9/16/2024 3 a.m. PDT,760.0
SCL,9/16/2024 4 a.m. PDT,756.0
SCL,9/16/2024 5 a.m. PDT,774.0
SCL,9/16/2024 6 a.m. PDT,836.0
SCL,9/16/2024 7 a.m. PDT,939.0
SCL,9/16/2024 8 a.m. PDT,1009.0
SCL,9/16/2024 9 a.m. PDT,1013.0
SCL,9/16/2024 10 a.m. PDT,1057.0
SCL,9/16/2024 11 a.m. PDT,1073.0
SCL,9/16/2024 12 p.m. PDT,1056.0
SCL,9/16/2024 1 p.m. PDT,1015.0
SCL,9/16/2024 2 p.m. PDT,1040.0
SCL,9/16/2024 3 p.m. PDT,1006.0
SCL,9/16/2024 4 p.m. PDT,1054.0
SCL,9/16/2024 5 p.m. PDT,1060.0
SCL,9/16/2024 6 p.m. PDT,1079.0
SCL,9/16/2024 7 p.m. PDT,1075.0
SCL,9/16/2024 8 p.m. PDT,1063.0
SCL,9/16/2024 9 p.m. PDT,1063.0
SCL,9/16/2024 10 p.m. PDT,998.0
SCL,9/16/2024 11 p.m. PDT,930.0
SCL,9/17/2024 12 a.m. PDT,853.0
SCL,9/17/2024 1 a.m. PDT,807.0
SCL,9/17/2024 2 a.m. PDT,772.0
SCL,9/17/2024 3 a.m. PDT,753.0
SCL,9/17/2024 4 a.m. PDT,747.0
SCL,9/17/2024 5 a.m. PDT,760.0
SCL,9/17/2024 6 a.m. PDT,821.0
SCL,9/17/2024 7 a.m. PDT,924.0
SCL,9/17/2024 8 a.m. PDT,976.0
SCL,9/17/2024 9 a.m. PDT,1048.0
SCL,9/17/2024 10 a.m. PDT,1061.0
SCL,9/17/2024 11 a.m. PDT,1041.0
SCL,9/17/2024 12 p.m. PDT,1068.0
SCL,9/17/2024 1 p.m. PDT,1060.0
SCL,9/17/2024 2 p.m. PDT,1060.0
SCL,9/17/2024 3 p.m. PDT,1050.0
SCL,9/17/2024 4 p.m. PDT,1038.0
SCL,9/17/2024 5 p.m. PDT,1051.0
SCL,9/17/2024 6 p.m. PDT,1056.0
SCL,9/17/2024 7 p.m. PDT,1057.0
SCL,9/17/2024 8 p.m. PDT,1070.0
SCL,9/17/2024 9 p.m. PDT,1058.0
SCL,9/17/2024 10 p.m. PDT,1007.0
SCL,9/17/2024 11 p.m. PDT,936.0
SCL,9/18/2024 12 a.m. PDT,868.0
SCL,9/18/2024 1 a.m. PDT,813.0
SCL,9/18/2024 2 a.m. PDT,784.0
SCL,9/18/2024 3 a.m. PDT,711.0
SCL,9/18/2024 4 a.m. PDT,704.0
SCL,9/18/2024 5 a.m. PDT,712.0
SCL,9/18/2024 6 a.m. PDT,779.0
SCL,9/18/2024 7 a.m. PDT,879.0
SCL,9/18/2024 8 a.m. PDT,966.0
SCL,9/18/2024 9 a.m. PDT,1008.0
SCL,9/18/2024 10 a.m. PDT,1025.0
SCL,9/18/2024 11 a.m. PDT,1022.0
SCL,9/18/2024 12 p.m. PDT,1024.0
SCL,9/18/2024 1 p.m. PDT,1026.0
SCL,9/18/2024 2 p.m. PDT,1021.0
SCL,9/18/2024 3 p.m. PDT,1014.0
SCL,9/18/2024 4 p.m. PDT,1018.0
SCL,9/18/2024 5 p.m. PDT,1026.0
SCL,9/18/2024 6 p.m. PDT,1032.0
SCL,9/18/2024 7 p.m. PDT,1027.0
SCL,9/18/2024 8 p.m. PDT,1017.0
SCL,9/18/2024 9 p.m. PDT,1002.0
SCL,9/18/2024 10 p.m. PDT,958.0
SCL,9/18/2024 11 p.m. PDT,888.0
SCL,9/19/2024 12 a.m. PDT,812.0
SCL,9/19/2024 1 a.m. PDT,764.0
SCL,9/19/2024 2 a.m. PDT,725.0
SCL,9/19/2024 3 a.m. PDT,702.0
SCL,9/19/2024 4 a.m. PDT,696.0
SCL,9/19/2024 5 a.m. PDT,712.0
SCL,9/19/2024 6 a.m. PDT,765.0
SCL,9/19/2024 7 a.m. PDT,867.0
SCL,9/19/2024 8 a.m. PDT,953.0
SCL,9/19/2024 9 a.m. PDT,989.0
SCL,9/19/2024 10 a.m. PDT,1013.0
SCL,9/19/2024 11 a.m. PDT,1000.0
SCL,9/19/2024 12 p.m. PDT,1001.0
SCL,9/19/2024 1 p.m. PDT,1027.0
SCL,9/19/2024 2 p.m. PDT,1016.0
SCL,9/19/2024 3 p.m. PDT,1007.0
SCL,9/19/2024 4 p.m. PDT,1019.0
SCL,9/19/2024 5 p.m. PDT,1028.0
SCL,9/19/2024 6 p.m. PDT,1037.0
SCL,9/19/2024 7 p.m. PDT,1015.0
SCL,9/19/2024 8 p.m. PDT,1017.0
SCL,9/19/2024 9 p.m. PDT,1001.0
SCL,9/19/2024 10 p.m. PDT,943.0
SCL,9/19/2024 11 p.m. PDT,881.0
SCL,9/20/2024 12 a.m. PDT,811.0
SCL,9/20/2024 1 a.m. PDT,765.0
SCL,9/20/2024 2 a.m. PDT,723.0
SCL,9/20/2024 3 a.m. PDT,708.0
SCL,9/20/2024 4 a.m. PDT,699.0
SCL,9/20/2024 5 a.m. PDT,715.0
SCL,9/20/2024 6 a.m. PDT,764.0
SCL,9/20/2024 7 a.m. PDT,865.0
SCL,9/20/2024 8 a.m. PDT,954.0
SCL,9/20/2024 9 a.m. PDT,990.0
SCL,9/20/2024 10 a.m. PDT,1007.0
SCL,9/20/2024 11 a.m. PDT,1014.0
SCL,9/20/2024 12 p.m. PDT,1014.0
SCL,9/20/2024 1 p.m. PDT,1007.0
SCL,9/20/2024 2 p.m. PDT,993.0
SCL,9/20/2024 3 p.m. PDT,988.0
SCL,9/20/2024 4 p.m. PDT,986.0
SCL,9/20/2024 5 p.m. PDT,1004.0
SCL,9/20/2024 6 p.m. PDT,991.0
SCL,9/20/2024 7 p.m. PDT,965.0
SCL,9/20/2024 8 p.m. PDT,968.0
SCL,9/20/2024 9 p.m. PDT,952.0
SCL,9/20/2024 10 p.m. PDT,914.0
SCL,9/20/2024 11 p.m. PDT,866.0
SCL,9/21/2024 12 a.m. PDT,810.0
SCL,9/21/2024 1 a.m. PDT,772.0
SCL,9/21/2024 2 a.m. PDT,732.0
SCL,9/21/2024 3 a.m. PDT,712.0
SCL,9/21/2024 4 a.m. PDT,700.0
SCL,9/21/2024 5 a.m. PDT,707.0
SCL,9/21/2024 6 a.m. PDT,728.0
SCL,9/21/2024 7 a.m. PDT,767.0
SCL,9/21/2024 8 a.m. PDT,818.0
SCL,9/21/2024 9 a.m. PDT,874.0
SCL,9/21/2024 10 a.m. PDT,909.0
SCL,9/21/2024 11 a.m. PDT,927.0
SCL,9/21/2024 12 p.m. PDT,926.0
SCL,9/21/2024 1 p.m. PDT,923.0
SCL,9/21/2024 2 p.m. PDT,922.0
SCL,9/21/2024 3 p.m. PDT,912.0
SCL,9/21/2024 4 p.m. PDT,907.0
SCL,9/21/2024 5 p.m. PDT,912.0
SCL,9/21/2024 6 p.m. PDT,932.0
SCL,9/21/2024 7 p.m. PDT,933.0
SCL,9/21/2024 8 p.m. PDT,949.0
SCL,9/21/2024 9 p.m. PDT,934.0
SCL,9/21/2024 10 p.m. PDT,900.0
SCL,9/21/2024 11 p.m. PDT,855.0
SCL,9/22/2024 12 a.m. PDT,808.0
SCL,9/22/2024 1 a.m. PDT,761.0
SCL,9/22/2024 2 a.m. PDT,726.0
SCL,9/22/2024 3 a.m. PDT,704.0
SCL,9/22/2024 4 a.m. PDT,692.0
SCL,9/22/2024 5 a.m. PDT,696.0
SCL,9/22/2024 6 a.m. PDT,710.0
SCL,9/22/2024 7 a.m. PDT,739.0
SCL,9/22/2024 8 a.m. PDT,780.0
SCL,9/22/2024 9 a.m. PDT,848.0
SCL,9/22/2024 10 a.m. PDT,875.0
SCL,9/22/2024 11 a.m. PDT,908.0
SCL,9/22/2024 12 p.m. PDT,919.0
SCL,9/22/2024 1 p.m. PDT,933.0
SCL,9/22/2024 2 p.m. PDT,926.0
SCL,9/22/2024 3 p.m. PDT,931.0
SCL,9/22/2024 4 p.m. PDT,926.0
SCL,9/22/2024 5 p.m. PDT,944.0
SCL,9/22/2024 6 p.m. PDT,968.0
SCL,9/22/2024 7 p.m. PDT,986.0
SCL,9/22/2024 8 p.m. PDT,1006.0
SCL,9/22/2024 9 p.m. PDT,991.0
SCL,9/22/2024 10 p.m. PDT,937.0
SCL,9/22/2024 11 p.m. PDT,872.0
SCL,9/23/2024 12 a.m. PDT,813.0
SCL,9/23/2024 1 a.m. PDT,758.0
SCL,9/23/2024 2 a.m. PDT,726.0
SCL,9/23/2024 3 a.m. PDT,710.0
SCL,9/23/2024 4 a.m. PDT,708.0
SCL,9/23/2024 5 a.m. PDT,722.0
SCL,9/23/2024 6 a.m. PDT,777.0
SCL,9/23/2024 7 a.m. PDT,882.0
SCL,9/23/2024 8 a.m. PDT,967.0
SCL,9/23/2024 9 a.m. PDT,1004.0
SCL,9/23/2024 10 a.m. PDT,1028.0
SCL,9/23/2024 11 a.m. PDT,1043.0
SCL,9/23/2024 12 p.m. PDT,1056.0
SCL,9/23/2024 1 p.m. PDT,1061.0
SCL,9/23/2024 2 p.m. PDT,1058.0
SCL,9/23/2024 3 p.m. PDT,1054.0
SCL,9/23/2024 4 p.m. PDT,1060.0
SCL,9/23/2024 5 p.m. PDT,1089.0
SCL,9/23/2024 6 p.m. PDT,1099.0
SCL,9/23/2024 7 p.m. PDT,1085.0
SCL,9/23/2024 8 p.m. PDT,1078.0
SCL,9/23/2024 9 p.m. PDT,1043.0
SCL,9/23/2024 10 p.m. PDT,985.0
SCL,9/23/2024 11 p.m. PDT,905.0
SCL,9/24/2024 12 a.m. PDT,836.0
SCL,9/24/2024 1 a.m. PDT,785.0
SCL,9/24/2024 2 a.m. PDT,745.0
SCL,9/24/2024 3 a.m. PDT,722.0
SCL,9/24/2024 4 a.m. PDT,714.0
SCL,9/24/2024 5 a.m. PDT,724.0
SCL,9/24/2024 6 a.m. PDT,779.0
SCL,9/24/2024 7 a.m. PDT,879.0
SCL,9/24/2024 8 a.m. PDT,964.0
SCL,9/24/2024 9 a.m. PDT,1000.0
SCL,9/24/2024 10 a.m. PDT,1011.0
SCL,9/24/2024 11 a.m. PDT,1018.0
SCL,9/24/2024 12 p.m. PDT,1021.0
SCL,9/24/2024 1 p.m. PDT,1039.0
SCL,9/24/2024 2 p.m. PDT,1053.0
SCL,9/24/2024 3 p.m. PDT,1070.0
SCL,9/24/2024 4 p.m. PDT,1087.0
SCL,9/24/2024 5 p.m. PDT,1110.0
SCL,9/24/2024 6 p.m. PDT,1118.0
SCL,9/24/2024 7 p.m. PDT,1091.0
SCL,9/24/2024 8 p.m. PDT,1084.0
SCL,9/24/2024 9 p.m. PDT,1055.0
SCL,9/24/2024 10 p.m. PDT,999.0
SCL,9/24/2024 11 p.m. PDT,924.0
SCL,9/25/2024 12 a.m. PDT,851.0
SCL,9/25/2024 1 a.m. PDT,793.0
SCL,9/25/2024 2 a.m. PDT,751.0
SCL,9/25/2024 3 a.m. PDT,736.0
SCL,9/25/2024 4 a.m. PDT,726.0
SCL,9/25/2024 5 a.m. PDT,738.0
SCL,9/25/2024 6 a.m. PDT,784.0
SCL,9/25/2024 7 a.m. PDT,887.0
SCL,9/25/2024 8 a.m. PDT,956.0
SCL,9/25/2024 9 a.m. PDT,1000.0
SCL,9/25/2024 10 a.m. PDT,1003.0
SCL,9/25/2024 11 a.m. PDT,1041.0
SCL,9/25/2024 12 p.m. PDT,1059.0
SCL,9/25/2024 1 p.m. PDT,1056.0
SCL,9/25/2024 2 p.m. PDT,1050.0
SCL,9/25/2024 3 p.m. PDT,1036.0
SCL,9/25/2024 4 p.m. PDT,1023.0
SCL,9/25/2024 5 p.m. PDT,1035.0
SCL,9/25/2024 6 p.m. PDT,1040.0
SCL,9/25/2024 7 p.m. PDT,1041.0
SCL,9/25/2024 8 p.m. PDT,1040.0
SCL,9/25/2024 9 p.m. PDT,1005.0
SCL,9/25/2024 10 p.m. PDT,951.0
SCL,9/25/2024 11 p.m. PDT,886.0
SCL,9/26/2024 12 a.m. PDT,810.0
SCL,9/26/2024 1 a.m. PDT,765.0
SCL,9/26/2024 2 a.m. PDT,727.0
SCL,9/26/2024 3 a.m. PDT,707.0
SCL,9/26/2024 4 a.m. PDT,703.0
SCL,9/26/2024 5 a.m. PDT,721.0
SCL,9/26/2024 6 a.m. PDT,777.0
SCL,9/26/2024 7 a.m. PDT,889.0
SCL,9/26/2024 8 a.m. PDT,993.0
SCL,9/26/2024 9 a.m. PDT,1022.0
SCL,9/26/2024 10 a.m. PDT,1024.0
SCL,9/26/2024 11 a.m. PDT,1014.0
SCL,9/26/2024 12 p.m. PDT,1022.0
SCL,9/26/2024 1 p.m. PDT,1028.0
SCL,9/26/2024 2 p.m. PDT,1025.0
SCL,9/26/2024 3 p.m. PDT,1008.0
SCL,9/26/2024 4 p.m. PDT,991.0
SCL,9/26/2024 5 p.m. PDT,1004.0
SCL,9/26/2024 6 p.m. PDT,1016.0
SCL,9/26/2024 7 p.m. PDT,1012.0
SCL,9/26/2024 8 p.m. PDT,1025.0
SCL,9/26/2024 9 p.m. PDT,993.0
SCL,9/26/2024 10 p.m. PDT,950.0
SCL,9/26/2024 11 p.m. PDT,880.0
SCL,9/27/2024 12 a.m. PDT,813.0
SCL,9/27/2024 1 a.m. PDT,767.0
SCL,9/27/2024 2 a.m. PDT,735.0
SCL,9/27/2024 3 a.m. PDT,719.0
SCL,9/27/2024 4 a.m. PDT,710.0
SCL,9/27/2024 5 a.m. PDT,726.0
SCL,9/27/2024 6 a.m. PDT,776.0
SCL,9/27/2024 7 a.m. PDT,886.0
SCL,9/27/2024 8 a.m. PDT,969.0
SCL,9/27/2024 9 a.m. PDT,1008.0
SCL,9/27/2024 10 a.m. PDT,1027.0
SCL,9/27/2024 11 a.m. PDT,1019.0
SCL,9/27/2024 12 p.m. PDT,1028.0
SCL,9/27/2024 1 p.m. PDT,1021.0
SCL,9/27/2024 2 p.m. PDT,1022.0
SCL,9/27/2024 3 p.m. PDT,1008.0
SCL,9/27/2024 4 p.m. PDT,1020.0
SCL,9/27/2024 5 p.m. PDT,1033.0
SCL,9/27/2024 6 p.m. PDT,1042.0
SCL,9/27/2024 7 p.m. PDT,1020.0
SCL,9/27/2024 8 p.m. PDT,1020.0
SCL,9/27/2024 9 p.m. PDT,999.0
SCL,9/27/2024 10 p.m. PDT,953.0
SCL,9/27/2024 11 p.m. PDT,899.0
SCL,9/28/2024 12 a.m. PDT,861.0
SCL,9/28/2024 1 a.m. PDT,811.0
SCL,9/28/2024 2 a.m. PDT,773.0
SCL,9/28/2024 3 a.m. PDT,752.0
SCL,9/28/2024 4 a.m. PDT,729.0
SCL,9/28/2024 5 a.m. PDT,718.0
SCL,9/28/2024 6 a.m. PDT,741.0
SCL,9/28/2024 7 a.m. PDT,796.0
SCL,9/28/2024 8 a.m. PDT,859.0
SCL,9/28/2024 9 a.m. PDT,928.0
SCL,9/28/2024 10 a.m. PDT,953.0
SCL,9/28/2024 11 a.m. PDT,967.0
SCL,9/28/2024 12 p.m. PDT,978.0
SCL,9/28/2024 1 p.m. PDT,972.0
SCL,9/28/2024 2 p.m. PDT,965.0
SCL,9/28/2024 3 p.m. PDT,965.0
SCL,9/28/2024 4 p.m. PDT,963.0
SCL,9/28/2024 5 p.m. PDT,965.0
SCL,9/28/2024 6 p.m. PDT,985.0
SCL,9/28/2024 7 p.m. PDT,994.0
SCL,9/28/2024 8 p.m. PDT,1003.0
SCL,9/28/2024 9 p.m. PDT,981.0
SCL,9/28/2024 10 p.m. PDT,948.0
SCL,9/28/2024 11 p.m. PDT,904.0
SCL,9/29/2024 12 a.m. PDT,859.0
SCL,9/29/2024 1 a.m. PDT,812.0
SCL,9/29/2024 2 a.m. PDT,782.0
SCL,9/29/2024 3 a.m. PDT,760.0
SCL,9/29/2024 4 a.m. PDT,750.0
SCL,9/29/2024 5 a.m. PDT,752.0
SCL,9/29/2024 6 a.m. PDT,764.0
SCL,9/29/2024 7 a.m. PDT,798.0
SCL,9/29/2024 8 a.m. PDT,852.0
SCL,9/29/2024 9 a.m. PDT,902.0
SCL,9/29/2024 10 a.m. PDT,943.0
SCL,9/29/2024 11 a.m. PDT,953.0
SCL,9/29/2024 12 p.m. PDT,962.0
SCL,9/29/2024 1 p.m. PDT,962.0
SCL,9/29/2024 2 p.m. PDT,964.0
SCL,9/29/2024 3 p.m. PDT,967.0
SCL,9/29/2024 4 p.m. PDT,971.0
SCL,9/29/2024 5 p.m. PDT,977.0
SCL,9/29/2024 6 p.m. PDT,1004.0
SCL,9/29/2024 7 p.m. PDT,1032.0
SCL,9/29/2024 8 p.m. PDT,1054.0
SCL,9/29/2024 9 p.m. PDT,1018.0
SCL,9/29/2024 10 p.m. PDT,973.0
SCL,9/29/2024 11 p.m. PDT,919.0
SCL,9/30/2024 12 a.m. PDT,859.0
SCL,9/30/2024 1 a.m. PDT,809.0
SCL,9/30/2024 2 a.m. PDT,773.0
SCL,9/30/2024 3 a.m. PDT,754.0
SCL,9/30/2024 4 a.m. PDT,764.0
SCL,9/30/2024 5 a.m. PDT,788.0
SCL,9/30/2024 6 a.m. PDT,862.0
SCL,9/30/2024 7 a.m. PDT,986.0
SCL,9/30/2024 8 a.m. PDT,1087.0
SCL,9/30/2024 9 a.m. PDT,1118.0
SCL,9/30/2024 10 a.m. PDT,1120.0
SCL,9/30/2024 11 a.m. PDT,1066.0
SCL,9/30/2024 12 p.m. PDT,1058.0
SCL,9/30/2024 1 p.m. PDT,1090.0
SCL,9/30/2024 2 p.m. PDT,1076.0
SCL,9/30/2024 3 p.m. PDT,1045.0
SCL,9/30/2024 4 p.m. PDT,1036.0
SCL,9/30/2024 5 p.m. PDT,1045.0
SCL,9/30/2024 6 p.m. PDT,1072.0
SCL,9/30/2024 7 p.m. PDT,1079.0
SCL,9/30/2024 8 p.m. PDT,1088.0
SCL,9/30/2024 9 p.m. PDT,1058.0
SCL,9/30/2024 10 p.m. PDT,1011.0
SCL,9/30/2024 11 p.m. PDT,890.0
SCL,10/1/2024 12 a.m. PDT,868.0
SCL,10/1/2024 1 a.m. PDT,820.0
SCL,10/1/2024 2 a.m. PDT,783.0
SCL,10/1/2024 3 a.m. PDT,772.0
SCL,10/1/2024 4 a.m. PDT,765.0
SCL,10/1/2024 5 a.m. PDT,796.0
SCL,10/1/2024 6 a.m. PDT,867.0
SCL,10/1/2024 7 a.m. PDT,991.0
SCL,10/1/2024 8 a.m. PDT,1089.0
SCL,10/1/2024 9 a.m. PDT,1109.0
SCL,10/1/2024 10 a.m. PDT,1094.0
SCL,10/1/2024 11 a.m. PDT,1095.0
SCL,10/1/2024 12 p.m. PDT,1088.0
SCL,10/1/2024 1 p.m. PDT,1076.0
SCL,10/1/2024 2 p.m. PDT,1091.0
SCL,10/1/2024 3 p.m. PDT,1065.0
SCL,10/1/2024 4 p.m. PDT,1062.0
SCL,10/1/2024 5 p.m. PDT,1082.0
SCL,10/1/2024 6 p.m. PDT,1098.0
SCL,10/1/2024 7 p.m. PDT,1077.0
SCL,10/1/2024 8 p.m. PDT,1080.0
SCL,10/1/2024 9 p.m. PDT,1042.0
SCL,10/1/2024 10 p.m. PDT,979.0
SCL,10/1/2024 11 p.m. PDT,941.0
SCL,10/2/2024 12 a.m. PDT,866.0
SCL,10/2/2024 1 a.m. PDT,817.0
SCL,10/2/2024 2 a.m. PDT,789.0
SCL,10/2/2024 3 a.m. PDT,761.0
SCL,10/2/2024 4 a.m. PDT,751.0
SCL,10/2/2024 5 a.m. PDT,736.0
SCL,10/2/2024 6 a.m. PDT,799.0
SCL,10/2/2024 7 a.m. PDT,927.0
SCL,10/2/2024 8 a.m. PDT,1006.0
SCL,10/2/2024 9 a.m. PDT,1037.0
SCL,10/2/2024 10 a.m. PDT,1033.0
SCL,10/2/2024 11 a.m. PDT,1016.0
SCL,10/2/2024 12 p.m. PDT,1009.0
SCL,10/2/2024 1 p.m. PDT,1008.0
SCL,10/2/2024 2 p.m. PDT,1005.0
SCL,10/2/2024 3 p.m. PDT,988.0
SCL,10/2/2024 4 p.m. PDT,990.0
SCL,10/2/2024 5 p.m. PDT,1002.0
SCL,10/2/2024 6 p.m. PDT,1020.0
SCL,10/2/2024 7 p.m. PDT,1022.0
SCL,10/2/2024 8 p.m. PDT,1035.0
SCL,10/2/2024 9 p.m. PDT,1013.0
SCL,10/2/2024 10 p.m. PDT,958.0
SCL,10/2/2024 11 p.m. PDT,889.0
SCL,10/3/2024 12 a.m. PDT,824.0
SCL,10/3/2024 1 a.m. PDT,774.0
SCL,10/3/2024 2 a.m. PDT,742.0
SCL,10/3/2024 3 a.m. PDT,731.0
SCL,10/3/2024 4 a.m. PDT,726.0
SCL,10/3/2024 5 a.m. PDT,757.0
SCL,10/3/2024 6 a.m. PDT,833.0
SCL,10/3/2024 7 a.m. PDT,958.0
SCL,10/3/2024 8 a.m. PDT,1062.0
SCL,10/3/2024 9 a.m. PDT,1068.0
SCL,10/3/2024 10 a.m. PDT,1057.0
SCL,10/3/2024 11 a.m. PDT,1039.0
SCL,10/3/2024 12 p.m. PDT,1023.0
SCL,10/3/2024 1 p.m. PDT,1014.0
SCL,10/3/2024 2 p.m. PDT,1002.0
SCL,10/3/2024 3 p.m. PDT,996.0
SCL,10/3/2024 4 p.m. PDT,994.0
SCL,10/3/2024 5 p.m. PDT,1007.0
SCL,10/3/2024 6 p.m. PDT,1019.0
SCL,10/3/2024 7 p.m. PDT,1021.0
SCL,10/3/2024 8 p.m. PDT,1030.0
SCL,10/3/2024 9 p.m. PDT,1009.0
SCL,10/3/2024 10 p.m. PDT,960.0
SCL,10/3/2024 11 p.m. PDT,894.0
