"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
SCL,"2/5/2025 1 a.m. PST",1260,1204,383,-877
SCL,"2/5/2025 2 a.m. PST",1208,1188,330,-878
SCL,"2/5/2025 3 a.m. PST",1180,1181,328,-852
SCL,"2/5/2025 4 a.m. PST",1201,1194,332,-869
SCL,"2/5/2025 5 a.m. PST",1252,1237,475,-777
SCL,"2/5/2025 6 a.m. PST",1352,1339,610,-742
SCL,"2/5/2025 7 a.m. PST",1487,1491,609,-878
SCL,"2/5/2025 8 a.m. PST",1605,1604,646,-959
SCL,"2/5/2025 9 a.m. PST",1652,1627,637,-1015
SCL,"2/5/2025 10 a.m. PST",1655,1599,583,-1072
SCL,"2/5/2025 11 a.m. PST",1633,1563,435,-1198
SCL,"2/5/2025 12 p.m. PST",1599,1529,415,-1184
SCL,"2/5/2025 1 p.m. PST",1595,1508,398,-1197
SCL,"2/5/2025 2 p.m. PST",1607,1484,376,-1231
SCL,"2/5/2025 3 p.m. PST",1567,1458,252,-1315
SCL,"2/5/2025 4 p.m. PST",1546,1474,296,-1250
SCL,"2/5/2025 5 p.m. PST",1575,1513,590,-985
SCL,"2/5/2025 6 p.m. PST",1624,1573,661,-963
SCL,"2/5/2025 7 p.m. PST",1603,1569,645,-958
SCL,"2/5/2025 8 p.m. PST",1568,1539,577,-991
SCL,"2/5/2025 9 p.m. PST",1516,1494,491,-1025
SCL,"2/5/2025 10 p.m. PST",1438,1426,492,-946
SCL,"2/5/2025 11 p.m. PST",1341,1330,341,-1000
SCL,"2/6/2025 12 a.m. PST",1256,1243,291,-965
SCL,"2/6/2025 1 a.m. PST",1206,1202,209,-997
SCL,"2/6/2025 2 a.m. PST",1177,1176,209,-968
SCL,"2/6/2025 3 a.m. PST",1163,1166,187,-976
SCL,"2/6/2025 4 a.m. PST",1180,1175,244,-936
SCL,"2/6/2025 5 a.m. PST",1229,1219,340,-889
SCL,"2/6/2025 6 a.m. PST",1332,1325,539,-793
SCL,"2/6/2025 7 a.m. PST",1458,1478,551,-907
SCL,"2/6/2025 8 a.m. PST",1569,1599,639,-930
SCL,"2/6/2025 9 a.m. PST",1622,1629,651,-971
SCL,"2/6/2025 10 a.m. PST",1631,1611,598,-1033
SCL,"2/6/2025 11 a.m. PST",1589,1579,428,-1161
SCL,"2/6/2025 12 p.m. PST",1575,1553,425,-1150
SCL,"2/6/2025 1 p.m. PST",1543,1533,433,-1110
SCL,"2/6/2025 2 p.m. PST",1504,1509,420,-1084
SCL,"2/6/2025 3 p.m. PST",1466,1484,391,-1075
SCL,"2/6/2025 4 p.m. PST",1498,1491,395,-1103
SCL,"2/6/2025 5 p.m. PST",1537,1532,545,-992
SCL,"2/6/2025 6 p.m. PST",1597,1590,538,-1059
