"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
SCL,"1/8/2024 2 a.m. PST",1068,1054,364,-704
SCL,"1/8/2024 3 a.m. PST",1078,1045,357,-721
SCL,"1/8/2024 4 a.m. PST",1107,1062,368,-739
SCL,"1/8/2024 5 a.m. PST",1146,1113,391,-755
SCL,"1/8/2024 6 a.m. PST",1249,1217,510,-739
SCL,"1/8/2024 7 a.m. PST",1404,1352,505,-899
SCL,"1/8/2024 8 a.m. PST",1529,1470,551,-978
SCL,"1/8/2024 9 a.m. PST",1569,1507,568,-1001
SCL,"1/8/2024 10 a.m. PST",1586,1499,567,-1019
SCL,"1/8/2024 11 a.m. PST",1578,1476,652,-926
SCL,"1/8/2024 12 p.m. PST",1574,1461,767,-807
SCL,"1/8/2024 1 p.m. PST",1568,1449,783,-785
SCL,"1/8/2024 2 p.m. PST",1549,1431,755,-794
SCL,"1/8/2024 3 p.m. PST",1551,1410,746,-805
SCL,"1/8/2024 4 p.m. PST",1553,1411,601,-952
SCL,"1/8/2024 5 p.m. PST",1573,1445,677,-896
SCL,"1/8/2024 6 p.m. PST",1585,1500,675,-910
SCL,"1/8/2024 7 p.m. PST",1530,1476,647,-883
SCL,"1/8/2024 8 p.m. PST",1465,1417,551,-914
SCL,"1/8/2024 9 p.m. PST",1413,1358,415,-998
SCL,"1/8/2024 10 p.m. PST",1349,1273,350,-999
SCL,"1/8/2024 11 p.m. PST",1248,1167,413,-835
SCL,"1/9/2024 12 a.m. PST",1159,1080,363,-796
SCL,"1/9/2024 1 a.m. PST",1087,1037,271,-816
SCL,"1/9/2024 2 a.m. PST",1056,1004,245,-811
SCL,"1/9/2024 3 a.m. PST",1045,985,251,-794
SCL,"1/9/2024 4 a.m. PST",1057,991,247,-810
SCL,"1/9/2024 5 a.m. PST",1113,1037,199,-914
SCL,"1/9/2024 6 a.m. PST",1215,1138,266,-949
SCL,"1/9/2024 7 a.m. PST",1343,1281,316,-1027
SCL,"1/9/2024 8 a.m. PST",1439,1409,422,-1017
SCL,"1/9/2024 9 a.m. PST",1491,1447,512,-979
SCL,"1/9/2024 10 a.m. PST",1511,1450,471,-1040
