"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
SCL,"12/15/2024 1 p.m. PST",1267,1253,390,-877
SCL,"12/15/2024 2 p.m. PST",1239,1247,399,-840
SCL,"12/15/2024 3 p.m. PST",1253,1242,424,-829
SCL,"12/15/2024 4 p.m. PST",1276,1267,478,-798
SCL,"12/15/2024 5 p.m. PST",1361,1325,537,-824
SCL,"12/15/2024 6 p.m. PST",1407,1372,505,-902
SCL,"12/15/2024 7 p.m. PST",1415,1369,533,-882
SCL,"12/15/2024 8 p.m. PST",1403,1345,507,-896
SCL,"12/15/2024 9 p.m. PST",1367,1312,443,-924
SCL,"12/15/2024 10 p.m. PST",1309,1261,405,-904
SCL,"12/15/2024 11 p.m. PST",1231,1187,378,-853
SCL,"12/16/2024 12 a.m. PST",1126,1104,242,-884
SCL,"12/16/2024 1 a.m. PST",1081,1048,238,-843
SCL,"12/16/2024 2 a.m. PST",1049,1017,239,-810
SCL,"12/16/2024 3 a.m. PST",1042,1004,239,-803
SCL,"12/16/2024 4 a.m. PST",1055,1015,246,-809
SCL,"12/16/2024 5 a.m. PST",1103,1063,255,-848
SCL,"12/16/2024 6 a.m. PST",1225,1162,326,-899
SCL,"12/16/2024 7 a.m. PST",1349,1292,509,-840
SCL,"12/16/2024 8 a.m. PST",1451,1399,621,-830
SCL,"12/16/2024 9 a.m. PST",1462,1425,604,-858
SCL,"12/16/2024 10 a.m. PST",1465,1423,277,-1188
SCL,"12/16/2024 11 a.m. PST",1438,1413,277,-1161
SCL,"12/16/2024 12 p.m. PST",1423,1396,287,-1136
SCL,"12/16/2024 1 p.m. PST",1408,1383,277,-1131
SCL,"12/16/2024 2 p.m. PST",1362,1365,277,-1085
SCL,"12/16/2024 3 p.m. PST",1342,1348,279,-1063
SCL,"12/16/2024 4 p.m. PST",1348,1364,498,-850
SCL,"12/16/2024 5 p.m. PST",1415,1423,582,-833
SCL,"12/16/2024 6 p.m. PST",1459,1466,571,-888
SCL,"12/16/2024 7 p.m. PST",1445,1442,571,-874
SCL,"12/16/2024 8 p.m. PST",1408,1398,572,-836
SCL,"12/16/2024 9 p.m. PST",1333,1359,465,-868
SCL,"12/16/2024 10 p.m. PST",1260,1296,445,-815
SCL,"12/16/2024 11 p.m. PST",1169,1208,275,-894
SCL,"12/17/2024 12 a.m. PST",994,1118,260,-734
SCL,"12/17/2024 1 a.m. PST",1017,1037,133,-884
SCL,"12/17/2024 2 a.m. PST",983,996,126,-857
SCL,"12/17/2024 3 a.m. PST",966,980,130,-836
SCL,"12/17/2024 4 a.m. PST",972,986,131,-841
SCL,"12/17/2024 5 a.m. PST",1006,1030,144,-862
SCL,"12/17/2024 6 a.m. PST",1111,1130,163,-948
SCL,"12/17/2024 7 a.m. PST",1255,1274,475,-780
SCL,"12/17/2024 8 a.m. PST",1367,1391,515,-852
SCL,"12/17/2024 9 a.m. PST",1397,1416,450,-947
SCL,"12/17/2024 10 a.m. PST",1408,1413,215,-1193
SCL,"12/17/2024 11 a.m. PST",1409,1394,300,-1109
SCL,"12/17/2024 12 p.m. PST",1408,1384,345,-1063
SCL,"12/17/2024 1 p.m. PST",1391,1378,300,-1091
SCL,"12/17/2024 2 p.m. PST",1374,1373,302,-1072
SCL,"12/17/2024 3 p.m. PST",1367,1356,310,-1057
SCL,"12/17/2024 4 p.m. PST",1376,1360,362,-1014
SCL,"12/17/2024 5 p.m. PST",1420,1410,547,-873
SCL,"12/17/2024 6 p.m. PST",1441,1442,485,-956
SCL,"12/17/2024 7 p.m. PST",1402,1414,510,-892
SCL,"12/17/2024 8 p.m. PST",1367,1368,531,-836
SCL,"12/17/2024 9 p.m. PST",1314,1321,360,-954
SCL,"12/17/2024 10 p.m. PST",1240,1249,198,-1042
SCL,"12/17/2024 11 p.m. PST",1148,1154,280,-868
SCL,"12/18/2024 12 a.m. PST",963,1067,272,-691
SCL,"12/18/2024 1 a.m. PST",971,997,357,-614
SCL,"12/18/2024 2 a.m. PST",924,942,265,-659
SCL,"12/18/2024 3 a.m. PST",908,918,249,-659
SCL,"12/18/2024 4 a.m. PST",905,917,220,-685
SCL,"12/18/2024 5 a.m. PST",942,952,208,-734
SCL,"12/18/2024 6 a.m. PST",1031,1044,203,-828
SCL,"12/18/2024 7 a.m. PST",1170,1184,251,-919
SCL,"12/18/2024 8 a.m. PST",1269,1307,270,-999
SCL,"12/18/2024 9 a.m. PST",1284,1344,273,-1011
SCL,"12/18/2024 10 a.m. PST",1268,1347,208,-1060
SCL,"12/18/2024 11 a.m. PST",1254,1338,199,-1055
SCL,"12/18/2024 12 p.m. PST",1250,1334,201,-1049
SCL,"12/18/2024 1 p.m. PST",1245,1328,199,-1046
SCL,"12/18/2024 2 p.m. PST",1225,1329,220,-1005
SCL,"12/18/2024 3 p.m. PST",1224,1324,240,-984
SCL,"12/18/2024 4 p.m. PST",1242,1340,415,-827
SCL,"12/18/2024 5 p.m. PST",1286,1397,412,-874
SCL,"12/18/2024 6 p.m. PST",1326,1441,411,-915
SCL,"12/18/2024 7 p.m. PST",1300,1415,411,-889
