"BA Code","Timestamp (Hour Ending)","Hydro Generation (MWh)"
SCL,"3/1/2025 12 a.m. PST",458
SCL,"3/1/2025 1 a.m. PST",371
SCL,"3/1/2025 2 a.m. PST",368
SCL,"3/1/2025 3 a.m. PST",324
SCL,"3/1/2025 4 a.m. PST",330
SCL,"3/1/2025 5 a.m. PST",412
SCL,"3/1/2025 6 a.m. PST",421
SCL,"3/1/2025 7 a.m. PST",383
SCL,"3/1/2025 8 a.m. PST",400
SCL,"3/1/2025 9 a.m. PST",419
SCL,"3/1/2025 10 a.m. PST",301
SCL,"3/1/2025 11 a.m. PST",277
SCL,"3/1/2025 12 p.m. PST",178
SCL,"3/1/2025 1 p.m. PST",180
SCL,"3/1/2025 2 p.m. PST",177
SCL,"3/1/2025 3 p.m. PST",147
SCL,"3/1/2025 4 p.m. PST",280
SCL,"3/1/2025 5 p.m. PST",494
SCL,"3/1/2025 6 p.m. PST",636
SCL,"3/1/2025 7 p.m. PST",616
SCL,"3/1/2025 8 p.m. PST",577
SCL,"3/1/2025 9 p.m. PST",557
SCL,"3/1/2025 10 p.m. PST",384
SCL,"3/1/2025 11 p.m. PST",564
SCL,"3/2/2025 12 a.m. PST",466
SCL,"3/2/2025 1 a.m. PST",458
SCL,"3/2/2025 2 a.m. PST",426
SCL,"3/2/2025 3 a.m. PST",400
SCL,"3/2/2025 4 a.m. PST",390
SCL,"3/2/2025 5 a.m. PST",393
SCL,"3/2/2025 6 a.m. PST",433
SCL,"3/2/2025 7 a.m. PST",366
SCL,"3/2/2025 8 a.m. PST",375
SCL,"3/2/2025 9 a.m. PST",404
SCL,"3/2/2025 10 a.m. PST",477
SCL,"3/2/2025 11 a.m. PST",398
SCL,"3/2/2025 12 p.m. PST",386
SCL,"3/2/2025 1 p.m. PST",398
SCL,"3/2/2025 2 p.m. PST",397
SCL,"3/2/2025 3 p.m. PST",300
SCL,"3/2/2025 4 p.m. PST",298
SCL,"3/2/2025 5 p.m. PST",334
SCL,"3/2/2025 6 p.m. PST",346
SCL,"3/2/2025 7 p.m. PST",320
SCL,"3/2/2025 8 p.m. PST",317
SCL,"3/2/2025 9 p.m. PST",486
SCL,"3/2/2025 10 p.m. PST",468
SCL,"3/2/2025 11 p.m. PST",419
SCL,"3/3/2025 12 a.m. PST",439
SCL,"3/3/2025 1 a.m. PST",471
SCL,"3/3/2025 2 a.m. PST",420
SCL,"3/3/2025 3 a.m. PST",408
SCL,"3/3/2025 4 a.m. PST",382
SCL,"3/3/2025 5 a.m. PST",445
SCL,"3/3/2025 6 a.m. PST",471
SCL,"3/3/2025 7 a.m. PST",415
SCL,"3/3/2025 8 a.m. PST",558
SCL,"3/3/2025 9 a.m. PST",508
SCL,"3/3/2025 10 a.m. PST",395
SCL,"3/3/2025 11 a.m. PST",304
SCL,"3/3/2025 12 p.m. PST",293
SCL,"3/3/2025 1 p.m. PST",284
SCL,"3/3/2025 2 p.m. PST",288
SCL,"3/3/2025 3 p.m. PST",304
SCL,"3/3/2025 4 p.m. PST",305
SCL,"3/3/2025 5 p.m. PST",622
SCL,"3/3/2025 6 p.m. PST",650
SCL,"3/3/2025 7 p.m. PST",625
SCL,"3/3/2025 8 p.m. PST",614
SCL,"3/3/2025 9 p.m. PST",613
SCL,"3/3/2025 10 p.m. PST",607
SCL,"3/3/2025 11 p.m. PST",504
SCL,"3/4/2025 12 a.m. PST",514
SCL,"3/4/2025 1 a.m. PST",351
SCL,"3/4/2025 2 a.m. PST",347
SCL,"3/4/2025 3 a.m. PST",353
SCL,"3/4/2025 4 a.m. PST",340
SCL,"3/4/2025 5 a.m. PST",356
SCL,"3/4/2025 6 a.m. PST",496
SCL,"3/4/2025 7 a.m. PST",418
SCL,"3/4/2025 8 a.m. PST",522
SCL,"3/4/2025 9 a.m. PST",477
SCL,"3/4/2025 10 a.m. PST",476
SCL,"3/4/2025 11 a.m. PST",371
SCL,"3/4/2025 12 p.m. PST",206
SCL,"3/4/2025 1 p.m. PST",227
SCL,"3/4/2025 2 p.m. PST",228
SCL,"3/4/2025 3 p.m. PST",266
SCL,"3/4/2025 4 p.m. PST",294
SCL,"3/4/2025 5 p.m. PST",351
SCL,"3/4/2025 6 p.m. PST",544
SCL,"3/4/2025 7 p.m. PST",684
SCL,"3/4/2025 8 p.m. PST",678
SCL,"3/4/2025 9 p.m. PST",643
SCL,"3/4/2025 10 p.m. PST",542
SCL,"3/4/2025 11 p.m. PST",514
SCL,"3/5/2025 12 a.m. PST",519
SCL,"3/5/2025 1 a.m. PST",329
SCL,"3/5/2025 2 a.m. PST",277
SCL,"3/5/2025 3 a.m. PST",221
SCL,"3/5/2025 4 a.m. PST",240
